tidy_tweet,Sentiment
Last post for tonight  for now at least  Probably will be up again later  ugh i hate insomnia  my meds  http   t co UWiIumrAuU,Negative
Hope you don t mind me spamming  #depressed #depressedquotes #depression #suicide #suicidal http   t co mOoDLKKi q,Positive
I hope you don t mind me hooking up my insta with my twitter  i spam sometimes when im on there so yea   Hope that s ok ,Positive
Love  love is dangerous  #loveisdangerous #blink    #depressed #depressedquotes #depression #suicide  http   t co uSM rY   v,Positive
This is so true  #depressed #depression #broken #disappointment #suicide #suicidal http   t co YIl KaQxTR,Positive
I m done trying  Everything I tried to do right turned out so wrong in your eyes  Sorry  Sorry I ever met you  #depressed,Negative
We can live like Jack and Sally if we want  where you can always find me  and well have Halloween on Christmas  #imissyou #blink   ,Positive
I am so empty  I can feel the void in my chest   ,Negative
RT   Look what your love has done to me ,Positive
RT   do you wear a shirt under your hoodie   retweet for no like for yes  trying to prove a point,Positive
RT   I lied because I don t want you to know how much it hurts me,Negative
RT   God forgive me if one day i cant take it and i took my own life ,Positive
Since childhood  I have always felt like I was a mistake  even before I truly understood the meaning ,Positive
RT   I m slowly falling apart but I m too exhausted to care ,Negative
RT   i hate when you want to talk about something that bothers you but feel like you ve already talked about it too much so ,Positive
RT   Pretending to be happy when you re in pain is just an example of how strong you are as a person ,Positive
RT   I m so sick   I m sick of making things worse  I m sick of being hurt  I m sick of crying myself to sleep  I m sick of ,Negative
It s really cold all of a sudden and I don t wanna go to school  I know I can t afford missing any more classes but  https   t co rxhgNjEFCY,Negative
One day I m not gonna be able to keep my mouth shut   I ll explode and hell will be unleashed  ,Negative
It s hard when I see everyone around me living their lives and I am locked away in prison   ,Negative
RT   My dream is to one day be proud of myself,Positive
RT   I don t know what s going on  I don t know if I want to stay alive  I m not sure I got reasons to stay alive for   ,Positive
RT   Boys suffer depression too  why does everyone forget that ,Negative
RT      https   t co imla wljth,Negative
I am an adult  Expected to act like an adult  yet I m treated like a fucking child ,Positive
Each day living like this makes the hate in my heart grows more and more ,Negative
I just wanna run away  far from this living hell   I wanna be free from this prison   ,Positive
RT   care too little  you ll lose them  care too much  you ll get hurt ,Positive
RT   every night i convince myself tomorrow will be different  but it never is ,Positive
RT   being broken hearted is like having broken ribs  on the outside it looks like nothing s wrong  but on the inside  every breath ,Negative
RT   sorry i wasn t what you wanted,Negative
RT   you hate when people see you cry because you want to be that strong girl  at the same time though  you hate how nobody noticed ,Negative
They are fighting again    ,Negative
RT   I really hate everything about myself and I m tired of constantly trying to pick up all the broken pieces of myself and p ,Negative
RT   and she finally stopped playing their song  when she realized she was dancing alone,Negative
I wish it was that easy   https   t co  t  I   zm,Positive
I don t know why God can listen to one persons prayers and not the other  ,Negative
 Yeah it s so much easier and now everyone expects you to just say you are fine  At least for me that s the case ,Positive
